Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average
04/08/2021,14,US,"3,403,061","174,879,716","3,035,473","2,050,877","112,046,611","1,783,043",Report,"3,403,061","3,035,473","1,780,505","66,203,123","1,444,787"
04/08/2021,14,LTC,"3,452","7,754,456","3,300","2,112","4,840,940","1,354",Report,"3,452","3,300",0,0,0
04/08/2021,14,LTC,"3,502","7,773,105","2,519","2,213","4,579,352","1,496",Admin,"3,502","2,519","2,118","3,135,585","1,432"
04/07/2021,14,LTC,"2,384","7,751,004","3,501","1,076","4,838,828","1,305",Report,"2,384","3,501",0,0,0
04/07/2021,14,LTC,"3,987","7,769,603","2,559","2,697","4,577,139","1,507",Admin,"3,987","2,559","1,991","3,133,467","1,414"
04/07/2021,14,US,"2,884,580","171,476,655","3,029,052","1,694,500","109,995,734","1,771,778",Report,"2,884,580","3,029,052","1,405,642","64,422,618","1,402,225"
04/07/2021,14,US,"4,281,072","190,620,959","3,175,366","2,555,527","120,878,058","1,841,894",Admin,"4,281,072","3,175,366","2,246,624","73,534,996","1,600,418"
04/06/2021,14,LTC,"5,247","7,748,620","4,094",343,"4,837,752","1,449",Report,"5,247","4,094",0,0,0
04/06/2021,14,LTC,"3,699","7,765,616","2,569","2,207","4,574,442","1,436",Admin,"3,699","2,569","2,278","3,131,476","1,480"
04/06/2021,14,US,"3,905,945","186,339,887","3,147,634","2,282,863","118,322,531","1,820,565",Admin,"3,905,945","3,147,634","2,026,492","71,288,372","1,546,971"
04/06/2021,14,US,"1,404,280","168,592,075","2,998,533","785,806","108,301,234","1,751,027",Report,"1,404,280","2,998,533","624,911","63,016,976","1,370,498"
04/05/2021,14,US,"3,033,062","182,433,942","3,092,638","1,732,309","116,039,668","1,782,901",Admin,"3,033,062","3,092,639","1,544,211","69,261,880","1,486,077"
04/05/2021,14,US,"2,134,049","167,187,795","3,053,566","1,300,504","107,515,428","1,785,667",Report,"2,134,049","3,053,566","975,529","62,392,065","1,396,833"
04/05/2021,14,LTC,"2,761","7,761,917","2,641","1,765","4,572,235","1,389",Admin,"2,761","2,641","1,223","3,129,198","1,550"
04/05/2021,14,LTC,"1,247","7,743,373","3,620",640,"4,837,409","1,465",Report,"1,247","3,620",0,0,0
04/04/2021,14,US,"745,680","179,400,880","3,055,561","435,986","114,307,359","1,765,398",Admin,"745,680","3,055,561","357,808","67,717,669","1,440,180"
04/04/2021,14,LTC,179,"7,759,156","2,843",84,"4,570,470","1,384",Admin,179,"2,843",96,"3,127,975","1,738"
04/04/2021,14,LTC,"3,334","7,742,126","3,743","1,839","4,836,769","1,461",Report,"3,334","3,743",0,0,0
04/04/2021,14,US,"3,365,324","165,053,746","3,084,436","2,001,446","106,214,924","1,797,680",Report,"3,365,324","3,084,436","1,558,390","61,416,536","1,403,281"
04/03/2021,13,US,"2,269,821","178,655,200","3,118,884","1,325,693","113,871,373","1,799,262",Admin,"2,269,821","3,118,884","1,126,321","67,359,861","1,465,129"
04/03/2021,13,LTC,"3,450","7,738,792","4,419","1,734","4,834,930","1,652",Report,"3,450","4,419",0,0,0
04/03/2021,13,LTC,728,"7,758,977","2,970",238,"4,570,386","1,405",Admin,728,"2,970",486,"3,127,879","1,843"
04/03/2021,13,US,"4,081,959","161,688,422","3,072,527","2,408,716","104,213,478","1,786,536",Report,"4,081,959","3,072,527","1,873,361","59,858,146","1,388,053"
04/02/2021,13,US,"3,587,739","176,385,379","3,143,026","2,059,575","112,545,680","1,806,302",Admin,"3,587,739","3,143,026","1,753,784","66,233,540","1,466,322"
04/02/2021,13,US,"3,975,059","157,606,463","2,988,825","2,239,451","101,804,762","1,749,362",Report,"3,975,059","2,988,825","1,895,171","57,984,785","1,327,087"
04/02/2021,13,LTC,"2,777","7,758,249","3,094","1,268","4,570,148","1,417",Admin,"2,777","3,095","1,836","3,127,393","1,957"
04/02/2021,13,LTC,"3,989","7,735,342","5,131","1,733","4,833,196","1,875",Report,"3,989","5,131",0,0,0
04/01/2021,13,US,"4,404,244","172,797,640","3,167,622","2,501,304","110,486,105","1,813,702",Admin,"4,404,244","3,167,623","2,147,691","64,479,756","1,465,081"
04/01/2021,13,LTC,"4,853","7,731,353","5,815","1,772","4,831,463","2,059",Report,"4,853","5,815",0,0,0
04/01/2021,13,US,"3,358,112","153,631,404","2,903,730","1,972,021","99,565,311","1,745,956",Report,"3,358,112","2,903,730","1,482,573","56,089,614","1,238,540"
04/01/2021,13,LTC,"3,784","7,755,472","3,677","2,293","4,568,880","1,644",Admin,"3,784","3,678","1,992","3,125,557","2,290"
03/31/2021,13,LTC,"6,536","7,726,500","6,085","2,082","4,829,691","2,197",Report,"6,536","6,085",0,0,0
03/31/2021,13,US,"2,670,947","150,273,292","2,828,491","1,549,244","97,593,290","1,731,589",Report,"2,670,947","2,828,491","1,183,555","54,607,041","1,177,360"
03/31/2021,13,LTC,"4,057","7,751,688","4,242","2,198","4,566,587","1,749",Admin,"4,057","4,242","2,454","3,123,565","2,707"
03/31/2021,13,US,"4,086,949","168,393,396","3,076,680","2,406,225","107,984,801","1,780,547",Admin,"4,086,949","3,076,681","1,872,493","62,332,065","1,386,027"
03/30/2021,13,US,"3,520,975","164,306,447","2,991,938","2,019,218","105,578,576","1,752,396",Admin,"3,520,975","2,991,938","1,600,234","60,459,572","1,314,835"
03/30/2021,13,LTC,"4,202","7,747,631","4,713","1,880","4,564,389","1,838",Admin,"4,202","4,714","2,767","3,121,111","3,056"
03/30/2021,13,LTC,"1,928","7,719,964","6,311",458,"4,827,609","2,298",Report,"1,928","6,311",0,0,0
03/30/2021,13,US,"1,789,510","147,602,345","2,769,331","1,028,284","96,044,046","1,730,507",Report,"1,789,510","2,769,331","809,255","53,423,486","1,127,074"
03/29/2021,13,LTC,"4,174","7,743,429","5,144","1,729","4,562,509","1,936",Admin,"4,174","5,144","2,539","3,118,344","3,332"
03/29/2021,13,US,"2,350,144","145,812,835","2,757,586","1,384,599","95,015,762","1,749,049",Report,"2,350,144","2,757,586","1,020,667","52,614,231","1,100,469"
03/29/2021,13,US,"2,773,519","160,785,472","2,916,752","1,609,782","103,559,358","1,746,414",Admin,"2,773,519","2,916,752","1,222,934","58,859,338","1,243,595"
03/29/2021,13,LTC,"2,113","7,718,036","6,691",612,"4,827,151","2,408",Report,"2,113","6,691",0,0,0
03/28/2021,13,LTC,"1,068","7,739,255","5,686",228,"4,560,780","2,048",Admin,"1,068","5,687",830,"3,115,805","3,739"
03/28/2021,13,LTC,"8,066","7,715,923","7,573","3,175","4,826,539","2,599",Report,"8,066","7,573",0,0,0
03/28/2021,13,US,"1,188,941","158,011,953","2,850,004","673,040","101,949,576","1,744,397",Admin,"1,188,941","2,850,004","532,451","57,636,404","1,179,865"
03/28/2021,13,US,"3,281,956","143,462,691","2,711,611","1,923,434","93,631,163","1,745,056",Report,"3,281,956","2,711,611","1,451,795","51,593,564","1,064,619"
03/27/2021,12,US,"3,496,047","140,180,735","2,677,034","2,148,504","91,707,729","1,762,929",Report,"3,496,047","2,677,034","1,446,597","50,141,769","1,014,993"
03/27/2021,12,LTC,"1,600","7,738,187","6,022",325,"4,560,552","2,140",Admin,"1,600","6,022","1,284","3,114,975","3,980"
03/27/2021,12,US,"2,438,815","156,823,012","2,822,755","1,374,969","101,276,536","1,745,323",Admin,"2,438,815","2,822,755","1,134,673","57,103,953","1,155,174"
03/27/2021,12,LTC,"8,429","7,707,857","8,521","3,294","4,823,364","2,819",Report,"8,429","8,521",0,0,0
03/26/2021,12,US,"3,759,915","154,384,197","2,777,654","2,111,378","99,901,567","1,749,790",Admin,"3,759,915","2,777,654","1,745,093","55,969,280","1,113,287"
03/26/2021,12,US,"3,379,393","136,684,688","2,624,410","2,215,603","89,559,225","1,761,309",Report,"3,379,393","2,624,410","1,275,340","48,695,172","965,791"
03/26/2021,12,LTC,"8,782","7,699,428","9,817","3,020","4,820,070","3,171",Report,"8,782","9,817",0,0,0
03/26/2021,12,LTC,"6,860","7,736,587","6,762","2,854","4,560,227","2,296",Admin,"6,860","6,762","4,170","3,113,691","4,549"
03/25/2021,12,US,"3,767,650","150,624,282","2,708,653","2,269,214","97,790,189","1,764,447",Admin,"3,767,650","2,708,654","1,594,315","54,224,187","1,033,728"
03/25/2021,12,LTC,"6,743","7,690,646","10,928","2,737","4,817,050","3,430",Report,"6,743","10,928",0,0,0
03/25/2021,12,LTC,"7,735","7,729,727","7,769","3,026","4,557,373","2,472",Admin,"7,735","7,770","4,906","3,109,521","5,336"
03/25/2021,12,US,"2,831,442","133,305,295","2,510,755","1,871,456","87,343,622","1,692,558",Report,"2,831,442","2,510,755","1,054,317","47,419,832","919,766"
03/24/2021,12,LTC,"7,357","7,721,992","8,805","2,826","4,554,347","2,702",Admin,"7,357","8,806","4,896","3,104,615","6,102"
03/24/2021,12,US,"3,493,754","146,856,632","2,649,629","2,209,168","95,520,975","1,768,056",Admin,"3,493,754","2,649,630","1,374,145","52,629,872","974,112"
03/24/2021,12,US,"2,256,824","130,473,853","2,490,889","1,541,671","85,472,166","1,686,030",Report,"2,256,824","2,490,889","831,553","46,365,515","910,902"
03/24/2021,12,LTC,"8,113","7,683,903","13,995","2,788","4,814,313","3,855",Report,"8,113","13,995",0,0,0
03/23/2021,12,LTC,"4,593","7,675,790","15,239","1,230","4,811,525","4,192",Report,"4,593","15,239",0,0,0
03/23/2021,12,US,"1,707,293","128,217,029","2,497,025","1,158,079","83,930,495","1,684,983",Report,"1,707,293","2,497,025","623,016","45,533,962","927,373"
03/23/2021,12,LTC,"7,216","7,714,635","9,920","2,565","4,551,521","2,979",Admin,"7,216","9,921","4,705","3,099,719","6,871"
03/23/2021,12,US,"2,994,672","143,362,878","2,595,218","1,977,348","93,311,807","1,755,798",Admin,"2,994,672","2,595,218","1,101,556","51,255,727","934,555"
03/22/2021,12,LTC,"8,284","7,671,197","16,000","1,948","4,810,295","4,356",Report,"8,284","16,000",0,0,0
03/22/2021,12,LTC,"7,970","7,707,419","10,954","2,515","4,548,956","3,221",Admin,"7,970","10,955","5,385","3,095,014","7,634"
03/22/2021,12,US,"2,306,282","140,368,206","2,571,831","1,595,659","91,334,459","1,747,839",Admin,"2,306,282","2,571,831","776,822","50,154,171","922,783"
03/22/2021,12,US,"2,028,324","126,509,736","2,489,697","1,356,647","82,772,416","1,673,996",Report,"2,028,324","2,489,697","769,718","44,910,946","939,359"
03/21/2021,12,US,"998,198","138,061,924","2,560,849","679,523","89,738,800","1,732,252",Admin,"998,198","2,560,849","359,618","49,377,349","932,573"
03/21/2021,12,LTC,"14,702","7,662,913","16,491","4,714","4,808,347","4,532",Report,"14,702","16,491",0,0,0
03/21/2021,12,US,"3,039,915","124,481,412","2,488,734","2,048,544","81,415,769","1,661,651",Report,"3,039,915","2,488,734","1,104,410","44,141,228","954,565"
03/21/2021,12,LTC,"3,417","7,699,449","11,974",869,"4,546,441","3,453",Admin,"3,417","11,974","2,520","3,089,629","8,341"
03/20/2021,11,LTC,"17,505","7,648,211","14,391","5,757","4,803,633","3,859",Report,"17,505","14,391",0,0,0
03/20/2021,11,LTC,"6,779","7,696,032","12,626","1,420","4,545,572","3,552",Admin,"6,779","12,627","5,262","3,087,109","8,884"
03/20/2021,11,US,"2,123,109","137,063,726","2,556,506","1,406,241","89,059,277","1,727,612",Admin,"2,123,109","2,556,506","841,460","49,017,731","940,759"
03/20/2021,11,US,"3,127,679","121,441,497","2,439,857","2,137,164","79,367,225","1,623,210",Report,"3,127,679","2,439,857","1,102,189","43,036,818","950,940"
03/19/2021,11,US,"2,583,810","118,313,818","2,455,116","1,734,345","77,230,061","1,609,251",Report,"2,583,810","2,455,116","953,165","41,934,629","990,638"
03/19/2021,11,US,"3,276,911","134,940,617","2,562,939","2,213,973","87,653,036","1,725,234",Admin,"3,276,911","2,562,939","1,188,182","48,176,271","963,196"
03/19/2021,11,LTC,"16,553","7,630,706","18,698","4,839","4,797,876","5,238",Report,"16,553","18,698",0,0,0
03/19/2021,11,LTC,"13,915","7,689,253","13,131","4,081","4,544,152","3,686",Admin,"13,915","13,131","9,684","3,081,847","9,253"
03/18/2021,11,US,"2,692,381","115,730,008","2,503,731","1,825,760","75,495,716","1,632,006",Report,"2,692,381","2,503,731","992,268","40,981,464","1,016,905"
03/18/2021,11,LTC,"28,217","7,614,153","20,079","5,710","4,793,037","5,712",Report,"28,217","20,079",0,0,0
03/18/2021,11,US,"3,354,483","131,663,706","2,578,859","2,294,482","85,439,063","1,710,242",Admin,"3,354,483","2,578,859","1,177,001","46,988,089","1,007,131"
03/18/2021,11,LTC,"14,986","7,675,338","14,333","4,636","4,540,071","4,068",Admin,"14,986","14,333","10,265","3,072,163","10,051"
03/17/2021,11,LTC,"15,163","7,660,352","15,431","4,768","4,535,435","4,330",Admin,"15,163","15,431","10,276","3,061,898","10,866"
03/17/2021,11,US,"2,299,771","113,037,627","2,473,762","1,534,340","73,669,956","1,602,687",Report,"2,299,771","2,473,762","946,851","39,989,196","1,012,147"
03/17/2021,11,LTC,"16,816","7,585,936","20,020","5,149","4,787,327","6,289",Report,"16,816","20,020",0,0,0
03/17/2021,11,US,"3,112,871","128,309,223","2,586,873","2,123,362","83,144,581","1,707,232",Admin,"3,112,871","2,586,873","1,097,249","45,811,088","1,035,387"
03/16/2021,11,LTC,"9,926","7,569,120","21,411","2,372","4,782,178","6,721",Report,"9,926","21,411",0,0,0
03/16/2021,11,US,"2,830,964","125,196,352","2,582,240","1,921,636","81,021,219","1,697,753",Admin,"2,830,964","2,582,240","1,019,155","44,713,839","1,055,769"
03/16/2021,11,US,"1,655,996","110,737,856","2,435,037","1,081,171","72,135,616","1,578,156",Report,"1,655,996","2,435,037","706,913","39,042,345","991,469"
03/16/2021,11,LTC,"14,453","7,645,189","16,673","4,261","4,530,667","4,695",Admin,"14,453","16,673","10,048","3,051,622","11,728"
03/15/2021,11,US,"2,021,586","109,081,860","2,427,430","1,270,235","71,054,445","1,578,459",Report,"2,021,586","2,427,430","876,163","38,335,432","977,484"
03/15/2021,11,LTC,"11,717","7,559,194","21,911","3,184","4,779,806","6,955",Report,"11,717","21,911",0,0,0
03/15/2021,11,LTC,"15,108","7,630,736","18,486","4,137","4,526,406","5,345",Admin,"15,108","18,487","10,334","3,041,574","12,880"
03/15/2021,11,US,"2,229,407","122,365,388","2,558,927","1,486,544","79,099,583","1,680,673",Admin,"2,229,407","2,558,927","845,352","43,694,684","1,060,809"
03/14/2021,11,US,"967,798","120,135,981","2,541,789","647,043","77,613,039","1,677,296",Admin,"967,798","2,541,790","416,917","42,849,332","1,057,622"
03/14/2021,11,US,"2,697,779","107,060,274","2,386,932","1,779,454","69,784,210","1,558,643",Report,"2,697,779","2,386,932","1,079,036","37,459,269","952,724"
03/14/2021,11,LTC,0,"7,547,477","22,625",0,"4,776,622","7,270",Report,0,"22,625",0,0,0
03/14/2021,11,LTC,"7,982","7,615,628","19,780","1,562","4,522,269","5,769",Admin,"7,982","19,780","6,323","3,031,240","13,801"
03/13/2021,10,LTC,"47,655","7,547,477","28,283","15,415","4,776,622","9,159",Report,"47,655","28,283",0,0,0
03/13/2021,10,LTC,"10,311","7,607,646","20,172","2,359","4,520,707","5,969",Admin,"10,311","20,172","7,845","3,024,917","13,972"
03/13/2021,10,US,"3,234,490","104,362,495","2,350,025","2,039,451","68,004,756","1,520,844",Report,"3,234,490","2,350,025","1,380,074","36,380,233","937,618"
03/13/2021,10,US,"2,168,142","119,168,183","2,533,331","1,389,595","76,965,996","1,680,740",Admin,"2,168,142","2,533,331","998,519","42,432,415","1,045,755"
03/12/2021,10,LTC,"22,328","7,597,335","21,076","6,752","4,518,348","6,258",Admin,"22,328","21,077","15,272","3,017,072","14,583"
03/12/2021,10,LTC,"26,225","7,499,822","27,628","8,156","4,761,207","8,810",Report,"26,225","27,628",0,0,0
03/12/2021,10,US,"3,388,349","117,000,041","2,511,842","2,109,030","75,576,401","1,673,252",Admin,"3,388,349","2,511,842","1,495,726","41,433,896","1,022,953"
03/12/2021,10,US,"2,924,112","101,128,005","2,302,844","1,893,631","65,965,305","1,488,230",Report,"2,924,112","2,302,844","1,137,032","35,000,159","898,675"
03/11/2021,10,LTC,"22,674","7,575,007","23,598","6,472","4,511,596","6,907",Admin,"22,674","23,599","15,970","3,001,800","16,428"
03/11/2021,10,US,"3,410,580","113,611,692","2,478,956","2,273,411","73,467,371","1,656,452",Admin,"3,410,580","2,478,956","1,374,792","39,938,170","989,405"
03/11/2021,10,US,"2,482,603","98,203,893","2,233,006","1,620,524","64,071,674","1,433,715",Report,"2,482,603","2,233,006","958,966","33,863,127","4,837,589"
03/11/2021,10,LTC,"27,799","7,473,597","30,213","9,746","4,753,051","9,592",Report,"27,799","30,213",0,0,0
03/10/2021,10,US,"3,080,442","110,201,112","2,439,450","2,057,014","71,193,960","1,608,676",Admin,"3,080,442","2,439,451","1,239,923","38,563,378","964,914"
03/10/2021,10,LTC,"26,558","7,445,798","32,449","8,174","4,743,305","10,474",Report,"26,558","32,449",0,0,0
03/10/2021,10,LTC,"23,856","7,552,333","26,198","7,324","4,505,124","7,552",Admin,"23,856","26,198","16,306","2,985,830","18,354"
03/10/2021,10,US,"2,028,692","95,721,290","2,168,688","1,362,623","62,451,150","1,370,796",Report,"2,028,692","2,168,688","802,100","32,904,161","4,700,594"
03/09/2021,10,LTC,"13,424","7,419,240","34,375","4,012","4,735,131","11,274",Report,"13,424","34,375",0,0,0
03/09/2021,10,US,"1,602,746","93,692,598","2,151,571","1,083,296","61,088,527","1,333,297",Report,"1,602,746","2,151,571","609,021","32,102,061","4,586,008"
03/09/2021,10,US,"2,667,773","107,120,670","2,404,882","1,802,074","69,136,946","1,560,676",Admin,"2,667,773","2,404,882","1,054,440","37,323,455","943,558"
03/09/2021,10,LTC,"27,149","7,528,477","28,713","8,810","4,497,800","8,230",Admin,"27,149","28,714","18,111","2,969,524","20,174"
03/08/2021,10,US,"1,738,102","92,089,852","2,169,981","1,131,521","60,005,231","1,324,605",Report,"1,738,102","2,169,981","702,839","31,493,040","4,499,005"
03/08/2021,10,US,"2,109,444","104,452,897","2,365,686","1,462,907","67,334,872","1,509,059",Admin,"2,109,444","2,365,687","823,039","36,269,015","924,679"
03/08/2021,10,LTC,"24,160","7,501,328","30,683","7,106","4,488,990","8,762",Admin,"24,160","30,684","16,781","2,951,413","21,590"
03/08/2021,10,LTC,"16,714","7,405,816","35,898","5,388","4,731,119","11,726",Report,"16,714","35,898",0,0,0
03/07/2021,10,LTC,"39,607","7,389,102","39,509","13,220","4,725,731","12,931",Report,"39,607","39,509",0,0,0
03/07/2021,10,LTC,"10,727","7,477,168","32,636","2,960","4,481,884","9,397",Admin,"10,727","32,637","7,523","2,934,632","22,885"
03/07/2021,10,US,"2,439,427","90,351,750","2,159,392","1,514,861","58,873,710","1,300,219",Report,"2,439,427","2,159,392","973,294","30,790,201","4,398,600"
03/07/2021,10,US,"908,589","102,343,453","2,337,717","671,149","65,871,965","1,461,774",Admin,"908,589","2,337,718","333,847","35,445,976","913,393"
03/06/2021,9,LTC,"43,070","7,349,495","43,708","12,974","4,712,511","14,309",Report,"43,070","43,708",0,0,0
03/06/2021,9,US,"2,904,229","87,912,323","2,158,020","1,811,152","57,358,849","1,274,759",Report,"2,904,229","2,158,020","1,107,479","29,816,907","4,259,558"
03/06/2021,9,LTC,"16,642","7,466,441","34,207","4,381","4,478,924","9,781",Admin,"16,642","34,207","12,118","2,927,109","24,061"
03/06/2021,9,US,"2,017,720","101,434,864","2,326,914","1,337,179","65,200,816","1,442,169",Admin,"2,017,720","2,326,914","838,906","35,112,129","905,794"
03/05/2021,9,LTC,"39,982","7,449,799","37,905","11,295","4,474,543","10,775",Admin,"39,982","37,905","28,187","2,914,991","26,709"
03/05/2021,9,US,"2,435,246","85,008,094","2,079,147","1,512,027","55,547,697","1,194,785",Report,"2,435,246","2,079,147","28,709,428","28,709,428","4,101,346"
03/05/2021,9,US,"3,158,147","99,417,144","2,319,424","1,991,431","63,863,637","1,414,852",Admin,"3,158,147","2,319,424","1,260,890","34,273,223","898,990"
03/05/2021,9,LTC,"44,321","7,306,425","53,336","13,632","4,699,537","18,570",Report,"44,321","53,336",0,0,0
03/04/2021,9,US,"3,134,041","96,258,997","2,304,591","1,938,977","61,872,206","1,370,271",Admin,"3,134,041","2,304,591","1,203,358","33,012,333","909,334"
03/04/2021,9,LTC,"40,872","7,409,817","42,253","10,988","4,463,248","12,144",Admin,"40,872","42,254","29,458","2,886,804","29,603"
03/04/2021,9,US,"2,032,374","82,572,848","2,042,676","1,180,091","54,035,670","1,137,325",Report,"2,032,374","2,042,676",0,0,0
03/04/2021,9,LTC,"43,449","7,262,104","63,521","15,919","4,685,905","22,796",Report,"43,449","63,521",0,0,0
03/03/2021,9,US,"1,908,873","80,540,474","2,010,790","1,100,132","52,855,579","1,088,348",Report,"1,908,873","2,010,790",0,0,0
03/03/2021,9,LTC,"40,039","7,218,655","70,621","13,773","4,669,986","24,852",Report,"40,039","70,621",0,0,0
03/03/2021,9,US,"2,838,461","93,124,956","2,268,538","1,721,016","59,933,229","1,313,117",Admin,"2,838,461","2,268,539","1,090,428","31,808,975","922,714"
03/03/2021,9,LTC,"41,464","7,368,945","52,228","12,068","4,452,260","16,411",Admin,"41,464","52,228","29,046","2,857,346","35,229"
03/02/2021,9,US,"1,731,614","78,631,601","1,942,788","1,022,450","51,755,447","1,030,068",Report,"1,731,614","1,942,788",0,0,0
03/02/2021,9,LTC,"40,940","7,327,481","61,369","12,534","4,440,192","20,010",Admin,"40,940","61,370","28,018","2,828,300","40,706"
03/02/2021,9,US,"2,393,406","90,286,495","2,217,400","1,440,752","58,212,213","1,245,863",Admin,"2,393,406","2,217,400","922,285","30,718,547","937,520"
03/02/2021,9,LTC,"24,085","7,178,616","78,685","7,175","4,656,213","27,238",Report,"24,085","78,685",0,0,0
03/01/2021,9,LTC,"41,994","7,154,531","82,185","13,821","4,649,038","28,510",Report,"41,994","82,185",0,0,0
03/01/2021,9,US,"1,663,984","76,899,987","1,817,502","960,817","50,732,997","942,126",Report,"1,663,984","1,817,502",0,0,0
03/01/2021,9,US,"1,913,659","87,893,089","2,147,555","1,131,917","56,771,461","1,165,641",Admin,"1,913,659","2,147,555","744,041","29,796,262","947,391"
03/01/2021,9,LTC,"37,831","7,286,541","68,891","11,554","4,427,658","22,197",Admin,"37,831","68,891","25,851","2,800,282","45,939"
02/28/2021,9,US,"2,429,823","75,236,003","1,735,053","1,336,644","49,772,180","877,727",Report,"2,429,823","1,735,053",0,0,0
02/28/2021,9,LTC,"68,997","7,112,537","84,670","22,870","4,635,217","29,361",Report,"68,997","84,670",0,0,0
02/28/2021,9,LTC,"21,718","7,248,710","76,997","5,648","4,416,104","24,549",Admin,"21,718","76,998","15,750","2,774,431","51,617"
02/28/2021,9,US,"832,966","85,979,430","2,078,754","533,909","55,639,544","1,093,534",Admin,"832,966","2,078,754","280,656","29,052,221","951,877"
02/27/2021,8,US,"1,965,288","85,146,464","2,043,418","1,145,960","55,105,635","1,054,195",Admin,"1,965,288","2,043,419","791,278","28,771,565","956,571"
02/27/2021,8,LTC,"42,528","7,226,992","79,960","11,340","4,410,456","25,487",Admin,"42,528","79,961","30,655","2,758,681","53,616"
02/27/2021,8,US,"2,352,116","72,806,180","1,645,240","1,251,337","48,435,536","803,706",Report,"2,352,116","1,645,240",0,0,0
02/27/2021,8,LTC,"110,469","7,043,540","92,076","42,803","4,612,347","32,619",Report,"110,469","92,076",0,0,0
02/26/2021,8,LTC,"115,611","6,933,071","91,983","43,212","4,569,544","31,848",Report,"115,611","91,983",0,0,0
02/26/2021,8,US,"3,054,317","83,181,176","1,947,186","1,679,368","53,959,675","976,993",Admin,"3,054,317","1,947,186","1,333,295","27,980,287","938,255"
02/26/2021,8,US,"2,179,947","70,454,064","1,552,717","1,109,807","47,184,199","743,828",Report,"2,179,947","1,552,717",0,0,0
02/26/2021,8,LTC,"70,424","7,184,464","82,550","20,875","4,399,116","26,374",Admin,"70,424","82,551","48,446","2,728,026","55,305"
02/25/2021,8,US,"2,881,673","80,126,859","1,787,243","1,538,894","52,280,307","856,254",Admin,"2,881,673","1,787,243","1,297,015","26,646,992","900,380"
02/25/2021,8,LTC,"93,150","6,817,460","90,781","30,309","4,526,332","31,086",Report,"93,150","90,781",0,0,0
02/25/2021,8,LTC,"110,691","7,114,040","88,492","40,860","4,378,241","28,393",Admin,"110,691","88,492","68,839","2,679,580","59,176"
02/25/2021,8,US,"1,809,170","68,274,117","1,505,193","837,249","46,074,392","721,906",Report,"1,809,170","1,505,193",0,0,0
02/24/2021,8,US,"2,480,492","77,245,186","1,635,701","1,250,242","50,741,413","755,484",Admin,"2,480,492","1,635,702","1,194,071","25,349,977","851,426"
02/24/2021,8,US,"1,432,864","66,464,947","1,454,731","692,174","45,237,143","709,876",Report,"1,432,864","1,454,731",0,0,0
02/24/2021,8,LTC,"105,456","7,003,349","88,641","37,261","4,337,381","27,654",Admin,"105,456","88,641","67,385","2,610,741","59,976"
02/24/2021,8,LTC,"96,490","6,724,310","93,424","30,477","4,496,023","32,784",Report,"96,490","93,424",0,0,0
02/23/2021,8,US,"854,609","65,032,083","1,401,674","406,851","44,544,969","696,345",Report,"854,609","1,401,674",0,0,0
02/23/2021,8,LTC,"48,584","6,627,820","94,183","16,081","4,465,546","33,882",Report,"48,584","94,183",0,0,0
02/23/2021,8,LTC,"93,590","6,897,893","90,432","27,840","4,300,120","27,905",Admin,"93,590","90,433","64,650","2,543,356","61,432"
02/23/2021,8,US,"1,904,490","74,764,694","1,557,113","879,198","49,491,171","709,563",Admin,"1,904,490","1,557,114","991,381","24,155,906","820,075"
02/22/2021,8,LTC,"94,578","6,804,303","93,269","28,021","4,272,280","29,468",Admin,"94,578","93,270","65,594","2,478,706","62,719"
02/22/2021,8,LTC,"59,388","6,579,236","95,021","19,777","4,449,465","35,005",Report,"59,388","95,021",0,0,0
02/22/2021,8,US,"1,432,052","72,860,204","1,512,519","627,170","48,611,973","697,467",Admin,"1,432,052","1,512,520","775,446","23,164,525","788,774"
02/22/2021,8,US,"1,086,840","64,177,474","1,416,701","510,026","44,138,118","717,910",Report,"1,086,840","1,416,701",0,0,0
02/21/2021,8,LTC,"42,458","6,709,725","94,893","12,210","4,244,259","30,685",Admin,"42,458","94,894","29,744","2,413,112","63,150"
02/21/2021,8,LTC,"120,838","6,519,848","99,568","45,673","4,429,688","38,494",Report,"120,838","99,568",0,0,0
02/21/2021,8,US,"585,619","71,428,152","1,471,823","258,536","47,984,803","694,790",Admin,"585,619","1,471,823","313,512","22,389,079","751,551"
02/21/2021,8,US,"1,801,134","63,090,634","1,458,040","818,497","43,628,092","762,260",Report,"1,801,134","1,458,040",0,0,0
02/20/2021,7,LTC,"109,822","6,399,010","104,560","37,407","4,384,015","42,718",Report,"109,822","104,560",0,0,0
02/20/2021,7,US,"1,704,457","61,289,500","1,521,088","832,194","42,809,595","821,925",Report,"1,704,457","1,521,088",0,0,0
02/20/2021,7,LTC,"60,657","6,667,267","96,521","17,552","4,232,049","32,417",Admin,"60,657","96,522","42,478","2,383,368","63,001"
02/20/2021,7,US,"1,291,662","70,842,533","1,470,879","605,542","47,726,267","706,699",Admin,"1,291,662","1,470,880","663,066","22,075,567","738,884"
02/19/2021,7,LTC,"112,017","6,606,610","100,058","35,004","4,214,497","35,664",Admin,"112,017","100,059","75,547","2,340,890","63,306"
