Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average
12/28/2020,53,US,"582,299","3,631,902","291,435","570,557","3,542,081","285,530",Admin,"582,299","291,435","2,673","14,603","1,233"
12/28/2020,53,US,"156,220","2,408,626","229,595","155,772","2,393,683","228,154",Report,"156,220","229,595",0,0,0
12/28/2020,53,LTC,"7,099","67,047","9,457","7,090","64,462","9,088",Report,"7,099","9,457",0,0,0
12/28/2020,53,LTC,"59,939","136,530","17,149","59,010","132,110","16,571",Admin,"59,939","17,150",31,109,15
12/27/2020,53,US,"94,146","3,049,603","262,694","92,052","2,971,524","257,353",Admin,"94,146","262,695",458,"11,930",991
12/27/2020,53,LTC,"8,951","76,591","10,612","8,807","73,100","10,142",Admin,"8,951","10,613",23,78,11
12/27/2020,53,LTC,"7,775","59,948","8,470","7,764","57,372","8,102",Report,"7,775","8,470",0,0,0
12/27/2020,53,US,"61,992","2,252,406","228,700","61,753","2,237,911","227,108",Report,"61,992","228,700",0,0,0
12/26/2020,52,US,"139,003","2,955,457","264,292","136,737","2,879,472","258,854",Admin,"139,003","264,292",448,"11,472","1,016"
12/26/2020,52,LTC,"4,192","52,173","7,453","1,889","49,608","7,087",Report,"4,192","7,453",0,0,0
12/26/2020,52,US,"156,478","2,190,414","249,823","155,538","2,176,158","248,167",Report,"156,478","249,823",0,0,0
12/26/2020,52,LTC,"9,368","67,640","9,364","9,240","64,293","8,914",Admin,"9,368","9,364",13,55,7
12/25/2020,52,US,"12,343","2,816,454","270,530","12,230","2,742,735","264,725",Admin,"12,343","270,530",68,"11,024","1,090"
12/25/2020,52,LTC,115,"58,272","8,074",115,"55,053","7,643",Admin,115,"8,074",0,42,6
12/25/2020,52,US,"336,145","2,033,936","254,256","334,792","2,020,620","252,663",Report,"336,145","254,256",0,0,0
12/25/2020,52,LTC,"4,059","47,981","6,854","3,876","47,719","6,817",Report,"4,059","6,854",0,0,0
12/24/2020,52,US,"338,436","1,697,791","224,350","336,940","1,685,828","222,659",Report,"338,436","224,350",0,0,0
12/24/2020,52,LTC,"2,115","58,157","8,274","2,096","54,938","7,815",Admin,"2,115","8,275",19,42,6
12/24/2020,52,US,"194,712","2,804,111","328,673","189,607","2,730,505","321,236",Admin,"194,712","328,674",864,"10,956","1,192"
12/24/2020,52,LTC,"21,033","43,922","6,275","20,999","43,843","6,263",Report,"21,033","6,275",0,0,0
12/23/2020,52,LTC,"22,768","56,042","7,973","20,161","52,842","7,516",Admin,"22,768","7,973",14,23,3
12/23/2020,52,LTC,"21,561","22,889","3,270","21,517","22,844","3,263",Report,"21,561","3,270",0,0,0
12/23/2020,52,US,"569,182","2,609,399","340,073","558,238","2,540,898","331,959",Admin,"569,182","340,074","1,840","10,092","1,159"
12/23/2020,52,US,"368,173","1,359,355","186,817","363,859","1,348,888","185,323",Report,"368,173","186,817",0,0,0
12/22/2020,52,LTC,481,"1,328",190,480,"1,327",190,Report,481,190,0,0,0
12/22/2020,52,US,"448,363","2,040,217","281,744","439,287","1,982,660","274,244",Admin,"448,363","281,744","2,282","8,252",937
12/22/2020,52,LTC,"16,792","33,274","4,720","16,567","32,681","4,636",Admin,"16,792","4,721",9,9,1
12/22/2020,52,US,"189,722","991,182","139,792","188,422","985,029","138,913",Report,"189,722","139,792",0,0,0
12/21/2020,52,US,"381,114","1,591,854","224,889","373,323","1,543,373","218,196",Admin,"381,114","224,890",980,"5,970",626
12/21/2020,52,LTC,190,847,121,190,847,121,Report,190,121,0,0,0
12/21/2020,52,US,"149,957","801,460","114,422","148,449","796,607","113,728",Report,"149,957","114,422",0,0,0
12/21/2020,52,LTC,"14,180","16,482","2,321","14,011","16,114","2,269",Admin,"14,180","2,322",0,0,0
12/20/2020,52,LTC,657,657,94,657,657,94,Report,657,94,0,0,0
12/20/2020,52,US,"105,330","1,210,740","171,021","102,556","1,170,050","165,422",Admin,"105,330","171,022",631,"4,990",492
12/20/2020,52,LTC,211,"2,302",296,211,"2,103",268,Admin,211,296,0,0,0
12/20/2020,52,US,"209,853","651,503","93,072","209,170","648,158","92,594",Report,"209,853","93,072",0,0,0
12/19/2020,51,LTC,338,"2,091",298,338,"1,892",270,Admin,338,299,0,0,0
12/19/2020,51,LTC,0,0,0,0,0,0,Report,0,0,0,0,0
12/19/2020,51,US,"182,668","1,105,410","157,915","177,832","1,067,494","152,499",Admin,"182,668","157,916",967,"4,359",622
12/19/2020,51,US,"187,508","441,650","63,093","187,009","438,988","62,713",Report,"187,508","63,093",0,0,0
12/18/2020,51,US,"126,800","254,142","42,357","124,762","251,979","41,997",Report,"126,800","42,357",0,0,0
12/18/2020,51,US,"419,346","922,742","153,790","407,808","889,662","148,277",Admin,"419,346","153,790",780,"3,392",565
12/18/2020,51,LTC,0,0,0,0,0,0,Report,0,0,0,0,0
12/18/2020,51,LTC,"1,519","1,753",292,"1,320","1,554",259,Admin,"1,519",292,0,0,0
12/17/2020,51,US,"274,512","503,396","100,679","264,670","481,854","96,371",Admin,"274,512","100,679",635,"2,612",522
12/17/2020,51,LTC,0,0,0,0,0,0,Report,0,0,0,0,0
12/17/2020,51,LTC,5,234,46,5,234,47,Admin,5,47,0,0,0
12/17/2020,51,US,"75,708","127,342","25,468","75,589","127,217","25,443",Report,"75,708","25,468",0,0,0
12/16/2020,51,LTC,0,229,57,0,229,57,Admin,0,57,0,0,0
12/16/2020,51,LTC,0,0,0,0,0,0,Report,0,0,0,0,0
12/16/2020,51,US,"160,878","228,884","57,221","154,230","217,184","54,296",Admin,"160,878","57,221",288,"1,977",494
12/16/2020,51,US,"38,996","51,634","12,909","38,990","51,628","12,907",Report,"38,996","12,909",0,0,0
12/15/2020,51,US,"12,129","12,638","4,213","12,129","12,638","4,213",Report,"12,129","4,213",0,0,0
12/15/2020,51,LTC,0,229,76,0,229,76,Admin,0,76,0,0,0
12/15/2020,51,LTC,0,0,0,0,0,0,Report,0,0,0,0,0
12/15/2020,51,US,"50,379","68,006","22,668","46,956","62,954","20,985",Admin,"50,379","22,669",105,"1,689",563
12/14/2020,51,LTC,0,0,0,0,0,0,Report,0,0,0,0,0
12/14/2020,51,US,"4,039","17,627","8,813","3,905","15,998","7,999",Admin,"4,039","8,814",43,"1,584",792
12/14/2020,51,US,509,509,255,509,509,255,Report,509,255,0,0,0
12/14/2020,51,LTC,0,229,114,0,229,115,Admin,0,115,0,0,0
12/13/2020,51,LTC,229,229,229,229,229,229,Admin,229,229,0,0,0
12/13/2020,51,US,0,0,0,0,0,0,Report,0,0,0,0,0
12/13/2020,51,US,"13,588","13,588","13,588","12,093","12,093","12,093",Admin,"13,588","13,588","1,541","1,541","1,541"
12/13/2020,51,LTC,0,0,0,0,0,0,Report,0,0,0,0,0
